Registro,V avg [V],Van [V],Vbn [V],Vcn [V],Iavg [A],Ia [A],Ib [A] ,Ic [A],Uavg [V],Uab [V],Ubc [V],Uca [V],PF,PFa,PFb,PFc,LC,LCa,LCb,LCc,P [W],Pa [W],Pb [W],Pc [W],Q [VAr],Qa [VAr],Qb [VAr],Qc [VAr],S [VA],Sa[VA],Sb [VA],Sc [VA],Freq [Hz],In [A],Ph(f),Van min [V],Vbn min [V],Vcn min [V],Uab min [V],Ubc min [V],Uca min [V],Van avg [V],Vbn avg [V],Vcn avg [V],Uab avg [V],Ubc avg [V],Uca avg [V],Van max [V],Vbn max [V],Vcn max [V],Uab max [V],Ubc max [V],Uca max [V],Ia min [A],Ib min [A],Ic min [A],Ia avg [A],Ib avg [A],Ic avg [A],Ia max [A],Ib max [A],Ic max [A],PFa min,PFb min,PFc min,LCa min,LCb min,LCc min,PFa avg,PFb avg,PFc avg,LCa avg,LCb avg,LCc avg,PFa max,PFb max,PFc max,LCa max,LCb max,LCc max,Vmin@pn,Vmin@t,Vmax@pn,Vmax@t,Umin@pg,Umin@t,Umax@pg,Umax@t,Imin@p,Imin@t,Imax@p,Imax@t,PFmin@p,PF min@t,PFmax@p,PF max@t ,Freq min [Hz],Freq max [Hz],Freq avg [Hz],Freq min@t,Freq max@t,Status,Ph [kWh],Ph sum [kWh],Ph fwd [kWh],Ph rev [kWh],Qh [kVArh],Qh sum [kVArh],Qh fwd [kVArh],Qh rev [kVArh],Qh rev {i} [kVArh],Qh rev {c} [kVArh],Qh fwd {i} [kVArh],Qh fwd {c} [kVArh],Sh [kVAh],Sd pred [VA],Sd [VA],Sd peak [VA],Pd pred [W],Pd [W],Pd peak [W],Qd pred [VAr],Qd [VAr],Qd peak [VAr],Qd pred {i} [VAr],Qd {i} [VAr],Qd peak {i} [VAr],Qd pred {c} [VAr],Qd {c} [VAr],Qd peak {c} [VAr]
05/04/2023 14:30,214.88,214.52,215.77,214.34,12.01,10.32,12.94,12.77,372.17,372.94,373.19,370.38,0.66,0.14,0.46,0.04,IND,IND,IND,CAP,1701.41,310.69,1280.38,110.33,1937.82,2191.91,2480.55,-2734.64,2578.75,2213.82,2791.51,2736.87,59.94,19.55,A,213.69,214.29,213.42,370.75,371.42,369.10,215.30,216.07,215.45,373.70,374.89,371.72,217.14,218.43,218.63,377.60,380.42,375.12,10.03,12.33,12.43,15.05,19.62,24.83,31.12,31.84,63.51,0.00,0.00,0.00,IND,IND,IND,0.89,0.96,0.69,CAP,IND,CAP,0.00,0.00,0.00,CAP,CAP,CAP,C,05/04/2023 14:28,C,05/04/2023 14:20,C,05/04/2023 14:28,B,05/04/2023 14:20,A,05/04/2023 14:27,C,05/04/2023 14:20,A,05/04/2023 14:26,C,05/04/2023 14:28,59.89,59.99,59.95,05/04/2023 14:20,05/04/2023 14:23,Válido,-20204.74,54731.16,17263.21,-37467.95,-11157.11,13714.37,1278.63,-12435.74,-9787.95,-2642.82,1134.72,140.91,57511.83,3953.23,3953.23,109400.80,1917.47,1917.47,-108097.50,2839.55,2839.55,-18429.15,2225.79,2225.79,-18429.15,613.76,613.76,-17430.88
05/04/2023 14:40,214.43,213.76,215.67,213.87,13.23,14.84,11.27,13.58,371.40,372.39,372.85,368.97,0.95,0.70,0.69,0.11,IND,IND,IND,IND,3576.38,2205.73,1685.37,-314.72,1144.84,2280.20,1751.83,-2887.18,3755.15,3172.47,2430.92,2904.29,60.01,25.44,A,211.61,214.94,213.20,371.23,371.98,366.03,213.89,215.58,214.14,372.50,373.05,369.21,214.89,216.13,214.68,373.53,374.09,371.08,9.29,9.93,11.81,17.31,14.25,13.37,44.40,25.66,20.86,0.02,0.42,0.00,IND,IND,IND,0.60,0.63,1.00,IND,IND,IND,0.93,0.90,0.00,IND,IND,CAP,A,05/04/2023 14:37,B,05/04/2023 14:33,C,05/04/2023 14:37,B,05/04/2023 14:35,A,05/04/2023 14:32,A,05/04/2023 14:37,C,05/04/2023 14:38,A,05/04/2023 14:39,59.92,60.02,59.97,05/04/2023 14:30,05/04/2023 14:38,Válido,-20203.99,54731.92,17263.97,-37467.95,-11156.81,13714.67,1278.93,-12435.74,-9787.95,-2642.82,1135.03,140.91,57512.68,3390.76,3953.23,109400.80,3027.44,1917.47,-108097.50,1205.88,2839.55,-18429.15,1205.41,2225.79,-18429.15,0.48,613.76,-17430.88
05/04/2023 14:50,214.18,213.37,215.46,213.71,16.54,15.75,18.44,15.44,370.97,371.50,372.76,368.64,0.91,0.62,0.87,0.51,IND,IND,IND,IND,3865.46,2092.46,3448.70,-1675.70,1760.04,2630.68,1971.12,-2841.76,4247.30,3361.38,3972.26,3299.02,59.94,25.13,A,212.29,214.18,212.54,369.83,370.47,366.48,213.44,215.72,213.80,372.03,372.89,368.71,213.85,216.24,214.21,372.95,373.71,369.31,14.73,9.29,11.65,16.02,12.80,14.01,22.98,26.77,27.87,0.55,0.62,0.00,IND,IND,IND,0.65,0.79,0.47,IND,IND,IND,0.82,0.90,0.00,IND,IND,CAP,A,05/04/2023 14:40,B,05/04/2023 14:43,C,05/04/2023 14:40,B,05/04/2023 14:43,B,05/04/2023 14:42,C,05/04/2023 14:49,C,05/04/2023 14:40,A,05/04/2023 14:41,59.91,60.01,59.96,05/04/2023 14:48,05/04/2023 14:40,Válido,-20203.45,54732.46,17264.51,-37467.95,-11156.54,13714.93,1279.20,-12435.74,-9787.95,-2642.82,1135.29,140.91,57513.28,1104.51,4714.48,109400.80,930.77,4258.96,-108097.50,586.04,1684.71,-18429.15,586.04,1684.23,-18429.15,0.00,0.48,-17430.88
05/04/2023 15:00,215.35,214.85,216.25,214.94,14.88,11.25,19.52,13.87,372.99,373.44,374.44,371.07,0.84,0.54,0.76,0.42,IND,IND,IND,IND,3243.88,1298.55,3189.86,-1244.53,2093.47,2037.96,2764.78,-2709.27,3860.75,2416.51,4221.28,2981.44,59.98,24.42,A,212.07,213.37,212.25,368.66,369.79,366.37,213.54,215.06,213.69,371.29,372.28,368.89,215.03,216.37,215.03,373.73,374.54,371.35,11.02,15.91,12.26,13.60,20.06,14.34,22.15,28.66,28.08,0.52,0.73,0.40,IND,IND,IND,0.60,0.83,0.52,IND,IND,IND,0.75,0.90,0.73,IND,IND,IND,A,05/04/2023 14:56,B,05/04/2023 14:59,C,05/04/2023 14:56,B,05/04/2023 14:59,A,05/04/2023 14:59,B,05/04/2023 14:55,C,05/04/2023 14:58,A,05/04/2023 14:52,59.92,60.01,59.97,05/04/2023 14:51,05/04/2023 14:58,Válido,-20202.83,54733.07,17265.12,-37467.95,-11156.18,13715.29,1279.55,-12435.74,-9787.95,-2642.82,1135.65,140.91,57514.00,3958.12,3958.12,109400.80,3398.81,3398.81,-108097.50,2010.27,2010.27,-18429.15,2010.27,2010.27,-18429.15,0.00,0.00,-17430.88
05/04/2023 15:10,215.23,214.70,216.13,214.85,19.68,17.80,23.62,17.63,372.78,373.35,374.01,370.98,0.82,0.77,0.84,0.80,IND,IND,IND,IND,4211.72,2933.84,4309.67,-3031.79,2913.03,2447.40,2737.91,-2272.29,5120.97,3820.63,5105.82,3788.81,60.01,36.78,A,214.18,215.30,214.00,372.16,372.78,369.97,214.77,216.11,214.74,373.30,374.03,370.89,215.32,216.75,215.48,374.36,375.33,371.90,11.07,17.95,11.85,12.74,22.13,16.18,20.09,33.90,26.05,0.53,0.71,0.33,IND,IND,IND,0.65,0.80,0.65,IND,IND,IND,0.82,0.87,0.85,IND,IND,IND,C,05/04/2023 15:04,B,05/04/2023 15:01,C,05/04/2023 15:05,B,05/04/2023 15:01,A,05/04/2023 15:00,B,05/04/2023 15:08,C,05/04/2023 15:01,A,05/04/2023 15:07,59.94,60.04,60.00,05/04/2023 15:02,05/04/2023 15:04,Válido,-20202.27,54733.64,17265.68,-37467.95,-11155.79,13715.68,1279.94,-12435.74,-9787.95,-2642.82,1136.04,140.91,57514.68,2744.23,3958.12,109400.80,2227.15,3398.81,-108097.50,1563.44,2010.27,-18429.15,1563.44,2010.27,-18429.15,0.00,0.00,-17430.88
05/04/2023 15:20,215.13,214.63,216.24,214.52,18.11,14.54,21.82,17.96,372.61,373.29,373.92,370.63,0.89,0.71,0.89,0.74,IND,IND,IND,IND,3534.89,2218.62,4185.06,-2868.78,1805.30,2195.76,2181.14,-2571.60,3969.20,3121.48,4719.33,3852.67,59.98,31.49,A,214.11,215.43,214.25,372.09,373.04,370.00,214.79,216.48,214.95,373.68,374.52,371.08,215.46,217.05,215.45,374.69,375.44,372.17,14.49,20.33,12.66,16.60,22.17,17.01,24.00,31.05,28.78,0.70,0.83,0.60,IND,IND,IND,0.76,0.87,0.75,IND,IND,IND,0.83,0.90,0.86,IND,IND,IND,A,05/04/2023 15:11,B,05/04/2023 15:16,C,05/04/2023 15:10,B,05/04/2023 15:17,C,05/04/2023 15:13,B,05/04/2023 15:18,C,05/04/2023 15:12,A,05/04/2023 15:11,59.96,60.08,60.01,05/04/2023 15:16,05/04/2023 15:14,Válido,-20201.58,54734.32,17266.37,-37467.95,-11155.41,13716.06,1280.33,-12435.74,-9787.95,-2642.82,1136.42,140.91,57515.47,1371.29,4527.08,109400.80,1184.51,3796.63,-108097.50,688.23,2403.76,-18429.15,688.23,2403.76,-18429.15,0.00,0.00,-17430.88
05/04/2023 15:30,212.60,212.18,213.36,212.27,23.19,15.84,36.02,17.70,368.23,368.14,370.10,366.44,0.97,0.76,0.95,0.72,IND,IND,IND,IND,7170.00,2552.77,7310.43,-2693.20,1936.49,2187.54,2368.23,-2619.28,7426.90,3361.84,7684.46,3756.85,60.04,37.35,A,211.69,212.63,211.70,367.02,368.96,365.52,212.96,214.06,213.04,369.47,371.19,367.93,215.13,216.70,215.45,374.05,375.27,371.78,14.04,21.49,12.56,15.47,34.57,18.80,23.52,47.13,30.65,0.69,0.84,0.50,IND,IND,IND,0.75,0.93,0.78,IND,IND,IND,0.84,0.96,0.90,IND,IND,IND,A,05/04/2023 15:29,B,05/04/2023 15:20,C,05/04/2023 15:29,B,05/04/2023 15:20,C,05/04/2023 15:21,B,05/04/2023 15:27,C,05/04/2023 15:21,A,05/04/2023 15:29,59.97,60.09,60.03,05/04/2023 15:20,05/04/2023 15:26,Válido,-20200.54,54735.37,17267.41,-37467.95,-11155.03,13716.44,1280.70,-12435.74,-9787.95,-2642.82,1136.80,140.91,57516.59,1.65,5844.97,109400.80,1.59,5356.74,-108097.50,0.43,2207.31,-18429.15,0.43,2207.31,-18429.15,0.00,0.00,-17430.88
05/04/2023 15:40,211.75,211.68,212.32,211.25,36.66,21.74,50.22,38.03,366.76,366.65,367.83,365.80,0.89,0.84,0.95,0.95,IND,IND,IND,IND,6368.61,3887.09,10102.78,-7621.25,3329.13,2462.94,3410.55,-2544.37,7186.26,4601.69,10662.93,8034.75,60.00,73.69,A,210.87,211.41,210.86,365.05,367.28,364.66,211.85,213.33,211.91,367.94,369.60,365.91,212.68,214.58,212.62,370.26,370.86,367.14,15.70,20.64,17.52,18.19,35.38,22.44,26.83,66.84,42.04,0.75,0.86,0.71,IND,IND,IND,0.80,0.94,0.80,IND,IND,IND,0.89,0.97,0.95,IND,IND,IND,C,05/04/2023 15:39,B,05/04/2023 15:31,C,05/04/2023 15:33,B,05/04/2023 15:32,A,05/04/2023 15:30,B,05/04/2023 15:39,C,05/04/2023 15:30,A,05/04/2023 15:33,59.98,60.05,60.02,05/04/2023 15:37,05/04/2023 15:36,Válido,-20199.47,54736.43,17268.48,-37467.95,-11154.72,13716.76,1281.02,-12435.74,-9787.95,-2642.82,1137.12,140.91,57517.70,4464.28,5844.97,109400.80,4270.49,5356.74,-108097.50,1261.21,2207.31,-18429.15,1261.21,2207.31,-18429.15,0.00,0.00,-17430.88
05/04/2023 15:50,212.32,211.56,213.30,212.08,25.17,22.62,31.40,21.48,367.74,367.99,369.43,365.79,0.90,0.86,0.93,0.90,IND,IND,IND,IND,6240.21,4123.66,6203.64,-4087.09,2945.46,2430.31,2527.18,-2012.03,6900.44,4786.54,6698.64,4555.50,60.03,45.59,A,210.54,211.95,210.78,365.84,367.11,364.61,211.58,213.18,211.80,367.83,368.94,365.78,211.98,213.70,212.66,368.76,370.23,366.52,18.75,25.44,17.29,21.71,32.89,26.66,35.66,53.34,41.84,0.81,0.90,0.85,IND,IND,IND,0.85,0.93,0.91,IND,IND,IND,0.89,0.97,0.95,IND,IND,IND,A,05/04/2023 15:42,B,05/04/2023 15:42,C,05/04/2023 15:42,B,05/04/2023 15:47,C,05/04/2023 15:45,B,05/04/2023 15:40,A,05/04/2023 15:40,A,05/04/2023 15:47,59.98,60.06,60.01,05/04/2023 15:44,05/04/2023 15:49,Válido,-20198.60,54737.31,17269.36,-37467.95,-11154.25,13717.22,1281.48,-12435.74,-9787.95,-2642.82,1137.58,140.91,57518.71,2437.42,6037.45,109400.80,2220.42,5551.17,-108097.50,1004.64,2110.70,-18429.15,1004.64,2110.70,-18429.15,0.00,0.00,-17430.88
05/04/2023 16:00,213.77,213.09,214.53,213.69,27.23,20.95,34.48,26.27,370.25,370.20,371.79,368.76,0.86,0.90,0.92,0.96,IND,IND,IND,IND,5446.83,4019.26,6789.96,-5362.39,3216.25,1940.77,2932.67,-1657.19,6325.52,4463.30,7396.22,5612.62,60.00,54.82,A,210.89,212.06,211.30,366.43,367.92,364.56,211.71,213.23,212.18,368.06,369.40,366.06,213.15,214.81,213.98,370.62,372.34,368.93,18.87,28.52,17.70,20.56,30.83,21.84,29.18,45.56,29.07,0.86,0.85,0.87,IND,IND,IND,0.89,0.91,0.91,IND,IND,IND,0.92,0.93,0.96,IND,IND,IND,A,05/04/2023 15:57,B,05/04/2023 15:59,C,05/04/2023 15:58,B,05/04/2023 15:59,C,05/04/2023 15:50,B,05/04/2023 15:54,B,05/04/2023 15:55,A,05/04/2023 15:50,59.95,60.06,60.01,05/04/2023 15:58,05/04/2023 15:57,Válido,-20197.66,54738.24,17270.29,-37467.95,-11153.78,13717.69,1281.95,-12435.74,-9787.95,-2642.82,1138.05,140.91,57519.76,1.41,6634.66,109400.80,1.21,5967.89,-108097.50,0.71,2885.00,-18429.15,0.71,2885.00,-18429.15,0.00,0.00,-17430.88
05/04/2023 16:10,214.15,213.16,215.05,214.23,31.35,31.42,37.63,25.00,370.90,371.02,372.92,368.77,0.93,0.94,0.92,0.94,IND,IND,IND,IND,8733.30,6307.37,7469.61,-5043.69,3560.58,2249.86,3113.38,-1802.66,9431.24,6696.63,8092.48,5356.15,60.03,60.61,A,212.38,213.55,212.94,368.61,371.18,367.38,213.25,214.64,213.76,370.31,372.28,368.76,213.72,215.28,214.42,371.40,373.31,369.88,19.36,32.93,24.09,22.04,40.45,26.46,39.30,61.45,37.12,0.90,0.91,0.92,IND,IND,IND,0.92,0.94,0.94,IND,IND,IND,0.95,0.96,0.96,IND,IND,IND,A,05/04/2023 16:08,B,05/04/2023 16:09,C,05/04/2023 16:08,B,05/04/2023 16:09,A,05/04/2023 16:07,B,05/04/2023 16:04,A,05/04/2023 16:00,A,05/04/2023 16:08,59.96,60.07,60.02,05/04/2023 16:01,05/04/2023 16:00,Válido,-20196.47,54739.44,17271.48,-37467.95,-11153.30,13718.17,1282.44,-12435.74,-9787.95,-2642.82,1138.53,140.91,57521.04,5151.35,6634.66,109400.80,4765.71,5967.89,-108097.50,1933.16,2885.00,-18429.15,1933.16,2885.00,-18429.15,0.00,0.00,-17430.88
05/04/2023 16:20,214.03,213.40,214.96,213.74,30.01,23.16,36.15,30.72,370.71,370.83,372.16,369.13,0.89,0.91,0.94,0.95,IND,IND,IND,IND,5519.52,4474.58,7286.22,-6241.28,2763.58,2100.63,2699.51,-2036.55,6172.72,4943.12,7770.22,6565.14,60.00,59.32,A,213.04,214.16,213.31,370.05,371.26,368.27,213.56,215.30,214.23,371.49,372.88,369.48,214.32,216.24,215.14,373.07,374.46,370.83,21.98,31.11,24.73,26.64,34.87,27.76,37.18,53.14,37.83,0.88,0.89,0.94,IND,IND,IND,0.92,0.92,0.95,IND,IND,IND,0.97,0.94,0.97,IND,IND,IND,A,05/04/2023 16:12,B,05/04/2023 16:15,C,05/04/2023 16:12,B,05/04/2023 16:15,A,05/04/2023 16:12,B,05/04/2023 16:17,A,05/04/2023 16:19,A,05/04/2023 16:12,59.97,60.07,60.02,05/04/2023 16:18,05/04/2023 16:15,Válido,-20195.39,54740.52,17272.56,-37467.95,-11152.75,13718.72,1282.99,-12435.74,-9787.95,-2642.82,1139.08,140.91,57522.26,2255.44,7763.63,109400.80,1923.18,7166.00,-108097.50,1173.58,2954.84,-18429.15,1173.58,2954.84,-18429.15,0.00,0.00,-17430.88
05/04/2023 16:30,214.47,214.01,215.01,214.38,39.49,23.01,61.27,34.19,371.45,370.38,373.73,370.25,0.98,0.92,0.99,0.97,IND,IND,IND,IND,10416.00,4525.81,12979.39,-7089.19,2327.21,1939.36,2251.99,-1864.14,10672.82,4923.82,13173.31,7330.19,60.02,77.60,A,212.33,214.14,213.11,368.10,371.33,367.18,213.97,215.56,214.45,371.79,373.44,370.17,214.58,216.57,215.18,373.42,374.75,371.33,22.81,31.64,27.60,23.96,38.97,29.91,31.42,68.37,38.61,0.90,0.91,0.95,IND,IND,IND,0.92,0.95,0.96,IND,IND,IND,0.92,0.99,0.97,IND,IND,IND,A,05/04/2023 16:29,B,05/04/2023 16:26,C,05/04/2023 16:29,B,05/04/2023 16:27,A,05/04/2023 16:21,B,05/04/2023 16:29,A,05/04/2023 16:20,A,05/04/2023 16:22,59.98,60.07,60.03,05/04/2023 16:20,05/04/2023 16:26,Válido,-20194.31,54741.60,17273.65,-37467.95,-11152.27,13719.21,1283.47,-12435.74,-9787.95,-2642.82,1139.57,140.91,57523.45,2.37,7008.42,109400.80,2.31,6244.25,-108097.50,0.52,3109.25,-18429.15,0.52,3109.25,-18429.15,0.00,0.00,-17430.88
05/04/2023 16:40,213.53,213.21,214.16,213.21,34.69,22.97,49.36,31.74,369.83,369.51,371.52,368.46,0.97,0.94,0.97,0.94,IND,IND,IND,IND,8486.34,4590.54,10268.86,-6373.06,1940.88,1705.70,2512.03,-2276.85,8705.46,4897.19,10571.65,6767.56,59.96,68.25,A,213.14,213.72,212.91,368.67,371.17,368.43,213.87,214.98,213.82,370.71,372.67,369.73,214.30,215.84,214.51,372.40,373.91,370.56,21.69,33.51,30.43,23.18,51.11,37.24,32.35,73.03,56.56,0.90,0.93,0.94,IND,IND,IND,0.94,0.97,0.96,IND,IND,IND,0.95,0.99,0.97,IND,IND,IND,C,05/04/2023 16:34,B,05/04/2023 16:35,C,05/04/2023 16:39,B,05/04/2023 16:30,A,05/04/2023 16:36,B,05/04/2023 16:30,A,05/04/2023 16:32,A,05/04/2023 16:34,59.96,60.07,60.03,05/04/2023 16:40,05/04/2023 16:34,Válido,-20193.03,54742.88,17274.93,-37467.95,-11151.94,13719.53,1283.80,-12435.74,-9787.95,-2642.82,1139.89,140.91,57524.78,5330.00,7008.42,109400.80,5124.60,6244.25,-108097.50,1307.49,3109.25,-18429.15,1307.49,3109.25,-18429.15,0.00,0.00,-17430.88
05/04/2023 16:50,214.85,214.17,215.75,214.64,30.10,24.62,37.36,28.32,372.13,372.24,373.79,370.35,0.93,0.93,0.94,0.95,IND,IND,IND,IND,6723.73,4901.60,7587.54,-5765.42,2731.25,1940.72,2719.40,-1928.86,7257.29,5271.82,8060.15,6079.52,60.00,59.78,A,212.94,213.92,212.92,368.98,371.25,368.11,213.82,215.11,214.00,371.22,372.81,369.54,214.42,215.81,214.79,372.36,373.92,370.80,19.67,35.48,27.42,23.35,41.22,29.76,32.29,54.14,39.37,0.93,0.93,0.92,IND,IND,IND,0.94,0.95,0.94,IND,IND,IND,0.96,0.97,0.95,IND,IND,IND,C,05/04/2023 16:41,B,05/04/2023 16:49,C,05/04/2023 16:40,B,05/04/2023 16:49,A,05/04/2023 16:46,B,05/04/2023 16:46,C,05/04/2023 16:41,A,05/04/2023 16:43,59.95,60.06,60.00,05/04/2023 16:40,05/04/2023 16:46,Válido,-20191.83,54744.07,17276.12,-37467.95,-11151.57,13719.90,1284.17,-12435.74,-9787.95,-2642.82,1140.26,140.91,57526.03,2524.10,7810.72,109400.80,2360.36,7533.17,-108097.50,890.57,1892.48,-18429.15,890.57,1892.48,-18429.15,0.00,0.00,-17430.88
05/04/2023 17:00,214.88,214.10,216.06,214.49,33.13,31.10,38.21,30.09,372.18,372.69,374.04,369.80,0.97,0.95,0.95,0.92,IND,IND,IND,IND,8243.98,6340.08,7837.79,-5933.88,2084.32,2032.91,2590.27,-2538.86,8503.39,6658.03,8254.72,6454.21,60.00,65.04,A,213.73,214.89,213.83,370.93,372.91,369.46,214.29,215.65,214.62,372.12,373.89,370.38,214.84,216.25,215.21,373.32,374.77,371.38,22.78,36.03,26.70,24.33,43.26,28.53,32.14,56.60,38.06,0.92,0.93,0.92,IND,IND,IND,0.93,0.95,0.94,IND,IND,IND,0.95,0.96,0.96,IND,IND,IND,A,05/04/2023 16:57,B,05/04/2023 16:54,C,05/04/2023 16:59,B,05/04/2023 16:52,A,05/04/2023 16:55,B,05/04/2023 16:50,C,05/04/2023 16:59,A,05/04/2023 16:59,59.98,60.06,60.02,05/04/2023 16:57,05/04/2023 16:56,Válido,-20190.51,54745.39,17277.44,-37467.95,-11151.10,13720.37,1284.63,-12435.74,-9787.95,-2642.82,1140.73,140.91,57527.44,1.89,8135.14,109400.80,1.83,7642.28,-108097.50,0.46,2764.62,-18429.15,0.46,2764.62,-18429.15,0.00,0.00,-17430.88
05/04/2023 17:10,215.48,214.75,216.73,214.95,28.86,21.26,33.57,31.73,373.21,373.45,374.93,371.27,0.97,0.93,0.97,0.94,IND,IND,IND,IND,4877.04,4239.88,7030.52,-6393.36,1193.93,1694.63,1877.02,-2377.73,5021.06,4566.00,7276.77,6821.19,60.01,56.68,A,213.79,215.73,213.71,372.06,372.85,369.28,214.76,216.59,214.82,373.30,374.84,371.03,215.19,217.41,215.54,374.45,376.19,371.92,20.82,32.22,29.05,23.80,40.11,33.69,31.26,59.02,48.88,0.90,0.94,0.91,IND,IND,IND,0.94,0.97,0.93,IND,IND,IND,0.96,0.98,0.96,IND,IND,IND,C,05/04/2023 17:01,B,05/04/2023 17:07,C,05/04/2023 17:00,B,05/04/2023 17:07,A,05/04/2023 17:09,B,05/04/2023 17:06,A,05/04/2023 17:05,A,05/04/2023 17:01,59.99,60.06,60.02,05/04/2023 17:09,05/04/2023 17:02,Válido,-20189.44,54746.46,17278.51,-37467.95,-11150.86,13720.61,1284.87,-12435.74,-9787.95,-2642.82,1140.97,140.91,57528.54,4398.04,8135.14,109400.80,4283.25,7642.28,-108097.50,956.97,2764.62,-18429.15,956.97,2764.62,-18429.15,0.00,0.00,-17430.88
05/04/2023 17:20,214.96,214.11,216.01,214.75,31.77,23.65,39.94,31.73,372.31,372.06,374.44,370.44,0.95,0.91,0.96,0.93,IND,IND,IND,IND,6543.05,4605.41,8241.45,-6303.81,2068.37,2103.12,2554.04,-2588.79,6862.20,5062.90,8628.13,6814.68,59.98,61.72,A,213.55,215.52,214.00,371.52,373.42,369.60,214.43,216.40,214.62,372.84,374.43,370.69,215.12,217.09,215.33,374.07,375.62,371.91,20.27,32.39,31.06,21.58,35.00,33.16,31.73,45.91,43.17,0.91,0.95,0.90,IND,IND,IND,0.93,0.96,0.93,IND,IND,IND,0.95,0.97,0.94,IND,IND,IND,A,05/04/2023 17:19,B,05/04/2023 17:10,C,05/04/2023 17:19,B,05/04/2023 17:10,A,05/04/2023 17:12,B,05/04/2023 17:16,C,05/04/2023 17:17,A,05/04/2023 17:11,59.96,60.04,60.00,05/04/2023 17:11,05/04/2023 17:12,Válido,-20188.61,54747.30,17279.34,-37467.95,-11150.68,13720.79,1285.05,-12435.74,-9787.95,-2642.82,1141.15,140.91,57529.39,1732.58,6073.82,109400.80,1694.65,5917.02,-108097.50,355.67,1327.76,-18429.15,355.67,1327.76,-18429.15,0.00,0.00,-17430.88
05/04/2023 17:30,214.93,214.04,216.23,214.54,32.03,25.63,34.75,35.70,372.27,372.45,374.00,370.37,0.92,0.91,0.95,0.95,IND,IND,IND,IND,4908.81,4974.43,7175.70,-7241.32,2046.76,2313.32,2229.43,-2495.99,5318.43,5486.02,7514.06,7659.42,60.03,62.39,A,213.30,215.29,213.08,370.87,371.68,369.14,214.09,216.03,214.30,372.09,373.66,370.41,216.27,218.21,216.32,375.97,377.05,374.18,21.63,34.69,29.06,23.22,38.48,39.53,32.47,47.12,57.38,0.88,0.94,0.90,IND,IND,IND,0.90,0.96,0.95,IND,IND,IND,0.92,0.97,0.97,IND,IND,IND,C,05/04/2023 17:27,B,05/04/2023 17:22,C,05/04/2023 17:26,B,05/04/2023 17:22,A,05/04/2023 17:22,C,05/04/2023 17:27,A,05/04/2023 17:24,A,05/04/2023 17:21,59.97,60.05,60.01,05/04/2023 17:22,05/04/2023 17:29,Válido,-20187.88,54748.02,17280.07,-37467.95,-11150.36,13721.12,1285.38,-12435.74,-9787.95,-2642.82,1141.48,140.91,57530.19,1.18,4946.90,109400.80,1.09,4611.54,-108097.50,0.45,1658.65,-18429.15,0.45,1658.65,-18429.15,0.00,0.00,-17430.88
05/04/2023 17:40,213.33,212.65,214.05,213.28,34.50,26.82,45.05,31.63,369.49,369.22,371.43,367.82,0.89,0.87,0.90,0.89,IND,IND,IND,IND,7637.11,4977.66,8656.52,-5997.06,3942.17,2784.18,4248.70,-3090.71,8594.54,5703.39,9642.96,6746.65,60.00,67.96,A,212.45,213.60,213.13,368.50,371.23,367.45,213.83,215.18,214.65,370.75,374.08,370.00,214.54,216.48,215.57,373.00,375.75,371.42,25.52,34.61,26.66,26.64,54.31,29.83,33.80,79.66,38.40,0.86,0.89,0.88,IND,IND,IND,0.88,0.96,0.92,IND,IND,IND,0.92,0.98,0.95,IND,IND,IND,A,05/04/2023 17:39,B,05/04/2023 17:30,C,05/04/2023 17:39,B,05/04/2023 17:32,A,05/04/2023 17:30,B,05/04/2023 17:35,A,05/04/2023 17:31,A,05/04/2023 17:30,59.97,60.06,60.02,05/04/2023 17:37,05/04/2023 17:32,Válido,-20186.16,54749.74,17281.79,-37467.95,-11149.78,13721.69,1285.95,-12435.74,-9787.95,-2642.82,1142.05,140.91,57532.01,7282.33,4946.90,109400.80,6882.38,4611.54,-108097.50,2293.14,1658.65,-18429.15,2293.14,1658.65,-18429.15,0.00,0.00,-17430.88
05/04/2023 17:50,212.35,211.55,213.35,212.15,37.56,30.83,45.86,35.99,367.79,367.70,369.79,365.88,0.88,0.85,0.90,0.88,IND,IND,IND,IND,7625.71,5524.58,8853.98,-6752.85,4068.06,3466.72,4162.65,-3561.32,8642.95,6522.21,9783.69,7634.39,59.94,71.57,A,210.81,212.99,211.93,367.07,369.47,365.22,211.98,214.01,213.26,368.70,371.50,366.99,214.62,216.76,216.30,373.40,376.72,371.67,26.78,44.45,31.20,37.96,49.33,33.37,51.11,64.06,40.07,0.83,0.89,0.88,IND,IND,IND,0.87,0.92,0.90,IND,IND,IND,0.91,0.95,0.92,IND,IND,IND,A,05/04/2023 17:45,B,05/04/2023 17:44,C,05/04/2023 17:46,B,05/04/2023 17:44,A,05/04/2023 17:40,B,05/04/2023 17:44,A,05/04/2023 17:46,A,05/04/2023 17:43,59.94,60.02,59.97,05/04/2023 17:49,05/04/2023 17:40,Válido,-20184.45,54751.46,17283.50,-37467.95,-11148.94,13722.53,1286.80,-12435.74,-9787.95,-2642.82,1142.89,140.91,57533.93,3551.35,11375.53,109400.80,3103.37,10625.50,-108097.50,1724.31,3941.66,-18429.15,1724.31,3941.66,-18429.15,0.00,0.00,-17430.88
