Registro,V avg [V],Van [V],Vbn [V],Vcn [V],Iavg [A],Ia [A],Ib [A] ,Ic [A],Uavg [V],Uab [V],Ubc [V],Uca [V],PF,PFa,PFb,PFc,LC,LCa,LCb,LCc,P [W],Pa [W],Pb [W],Pc [W],Q [VAr],Qa [VAr],Qb [VAr],Qc [VAr],S [VA],Sa[VA],Sb [VA],Sc [VA],Freq [Hz],In [A],Ph(f),Van min [V],Vbn min [V],Vcn min [V],Uab min [V],Ubc min [V],Uca min [V],Van avg [V],Vbn avg [V],Vcn avg [V],Uab avg [V],Ubc avg [V],Uca avg [V],Van max [V],Vbn max [V],Vcn max [V],Uab max [V],Ubc max [V],Uca max [V],Ia min [A],Ib min [A],Ic min [A],Ia avg [A],Ib avg [A],Ic avg [A],Ia max [A],Ib max [A],Ic max [A],PFa min,PFb min,PFc min,LCa min,LCb min,LCc min,PFa avg,PFb avg,PFc avg,LCa avg,LCb avg,LCc avg,PFa max,PFb max,PFc max,LCa max,LCb max,LCc max,Vmin@pn,Vmin@t,Vmax@pn,Vmax@t,Umin@pg,Umin@t,Umax@pg,Umax@t,Imin@p,Imin@t,Imax@p,Imax@t,PFmin@p,PF min@t,PFmax@p,PF max@t ,Freq min [Hz],Freq max [Hz],Freq avg [Hz],Freq min@t,Freq max@t,Status,Ph [kWh],Ph sum [kWh],Ph fwd [kWh],Ph rev [kWh],Qh [kVArh],Qh sum [kVArh],Qh fwd [kVArh],Qh rev [kVArh],Qh rev {i} [kVArh],Qh rev {c} [kVArh],Qh fwd {i} [kVArh],Qh fwd {c} [kVArh],Sh [kVAh],Sd pred [VA],Sd [VA],Sd peak [VA],Pd pred [W],Pd [W],Pd peak [W],Qd pred [VAr],Qd [VAr],Qd peak [VAr],Qd pred {i} [VAr],Qd {i} [VAr],Qd peak {i} [VAr],Qd pred {c} [VAr],Qd {c} [VAr],Qd peak {c} [VAr]
06/04/2023 08:30,216.53,215.03,217.83,216.74,16.95,12.35,8.81,29.69,375.04,375.62,377.96,371.54,1.00,0.74,0.86,0.93,IND,IND,CAP,CAP,6277.04,1954.98,-1653.55,5975.61,379.71,1797.72,971.90,-2389.91,6288.51,2655.89,1918.02,6435.81,60.05,43.62,A,214.02,216.61,215.62,373.28,376.33,369.59,215.03,218.39,217.43,376.58,379.11,371.57,215.92,219.74,219.05,378.87,381.67,373.27,9.36,5.02,17.89,12.23,30.49,50.02,19.94,57.44,78.95,0.00,0.01,0.99,IND,IND,CAP,1.00,0.98,0.96,CAP,CAP,CAP,0.00,0.01,0.76,CAP,CAP,CAP,A,06/04/2023 08:27,B,06/04/2023 08:22,C,06/04/2023 08:27,B,06/04/2023 08:22,B,06/04/2023 08:28,C,06/04/2023 08:25,A,06/04/2023 08:23,C,06/04/2023 08:29,60.02,60.08,60.05,06/04/2023 08:22,06/04/2023 08:23,Válido,-20033.95,54904.23,17435.15,-37469.09,-11086.85,13784.62,1348.89,-12435.74,-9787.95,-2642.82,1203.91,141.99,57700.09,6200.55,6200.55,109400.80,5992.76,5992.76,-108097.50,1252.44,1252.44,-18429.15,1230.02,1230.02,-18429.15,22.41,22.41,-17430.88
06/04/2023 08:40,217.55,215.86,218.82,217.95,42.32,17.18,48.30,61.47,376.79,377.79,379.59,372.98,0.40,0.87,0.98,0.98,CAP,CAP,CAP,CAP,-482.30,-3221.21,-10403.38,13142.28,1092.36,1837.76,1860.08,-2605.48,1194.10,3708.58,10568.36,13398.06,60.01,103.54,A,214.79,216.57,216.61,373.79,377.23,371.35,216.26,218.98,218.34,377.92,380.31,373.77,217.35,220.24,219.65,380.36,382.52,375.75,7.71,5.47,21.63,15.82,32.41,51.22,22.38,59.46,78.94,0.01,0.02,0.99,IND,IND,CAP,1.00,0.94,0.97,CAP,CAP,CAP,0.00,0.00,0.89,CAP,CAP,CAP,A,06/04/2023 08:30,B,06/04/2023 08:35,C,06/04/2023 08:30,B,06/04/2023 08:35,B,06/04/2023 08:33,C,06/04/2023 08:35,A,06/04/2023 08:32,A,06/04/2023 08:30,59.99,60.11,60.05,06/04/2023 08:38,06/04/2023 08:32,Válido,-20033.48,54904.89,17435.71,-37469.19,-11086.70,13784.77,1349.04,-12435.74,-9787.95,-2642.82,1203.99,142.05,57700.79,2809.88,6200.55,109400.80,1874.40,5992.76,-108097.50,602.83,1252.44,-18429.15,331.16,1230.02,-18429.15,271.63,22.41,-17430.88
06/04/2023 08:50,216.56,214.85,217.72,217.12,32.38,9.49,33.20,54.44,375.08,375.85,378.17,371.23,0.98,0.03,0.97,0.97,IND,CAP,CAP,CAP,4400.69,-67.36,-7002.61,11470.66,976.45,2037.33,1795.88,-2856.76,4507.72,2038.44,7229.23,11821.04,60.01,86.39,A,213.96,215.76,214.93,372.66,374.81,369.47,214.88,217.35,216.51,375.21,377.23,371.16,215.95,219.13,218.07,378.43,379.79,373.11,8.06,8.20,20.09,11.08,21.72,40.43,17.36,56.16,62.15,0.00,0.01,0.98,IND,IND,CAP,0.99,0.85,0.94,CAP,CAP,CAP,0.00,0.00,0.62,CAP,CAP,CAP,A,06/04/2023 08:46,B,06/04/2023 08:40,C,06/04/2023 08:46,B,06/04/2023 08:40,A,06/04/2023 08:41,C,06/04/2023 08:40,A,06/04/2023 08:49,C,06/04/2023 08:46,59.95,60.05,60.00,06/04/2023 08:41,06/04/2023 08:40,Válido,-20032.78,54905.61,17436.41,-37469.20,-11086.53,13784.95,1349.21,-12435.74,-9787.95,-2642.82,1204.15,142.07,57701.53,1764.25,4007.96,109400.80,1718.74,2924.29,-108097.50,383.04,924.72,-18429.15,383.04,609.66,-18429.15,0.00,315.02,-17430.88
06/04/2023 09:00,215.02,214.18,215.99,214.89,11.35,7.20,7.50,19.35,372.41,372.74,374.64,369.85,1.00,0.37,0.51,0.79,IND,IND,IND,CAP,4674.09,569.35,831.62,3273.12,260.62,1434.01,1390.42,-2563.80,4681.35,1542.90,1620.14,4157.69,60.02,20.81,A,213.72,215.45,214.02,371.82,373.23,369.13,214.66,216.81,215.70,374.30,375.87,370.74,215.69,218.03,217.40,376.75,378.61,372.73,6.36,6.37,12.19,8.55,17.65,30.04,13.28,42.29,59.97,0.00,0.00,0.98,IND,IND,CAP,0.99,0.99,0.87,IND,CAP,CAP,0.00,0.00,0.21,CAP,CAP,CAP,A,06/04/2023 08:58,B,06/04/2023 08:50,C,06/04/2023 08:57,B,06/04/2023 08:50,A,06/04/2023 08:51,C,06/04/2023 08:50,A,06/04/2023 08:51,C,06/04/2023 08:57,59.96,60.04,59.99,06/04/2023 08:59,06/04/2023 08:54,Válido,-20032.34,54906.07,17436.86,-37469.21,-11086.43,13785.04,1349.30,-12435.74,-9787.95,-2642.82,1204.24,142.07,57702.01,3686.07,3686.07,109400.80,3476.84,3476.84,-108097.50,752.99,752.99,-18429.15,733.24,733.24,-18429.15,19.75,19.75,-17430.88
06/04/2023 09:10,215.44,214.36,216.91,215.06,13.89,7.08,13.70,20.91,373.15,374.24,375.15,370.07,1.00,0.19,0.88,0.76,CAP,IND,CAP,CAP,1086.17,290.95,-2611.70,3406.92,-29.16,1488.49,1415.98,-2933.63,1086.56,1516.66,2970.85,4495.91,59.98,38.09,A,212.06,213.89,213.72,369.22,372.74,367.88,214.34,216.28,214.57,373.49,374.10,369.92,214.80,216.94,215.32,374.58,375.29,370.82,6.05,6.79,12.53,7.38,9.82,16.94,31.07,31.49,25.84,0.00,0.00,0.01,IND,IND,IND,0.54,0.87,0.56,IND,CAP,CAP,0.00,0.00,0.01,CAP,CAP,CAP,A,06/04/2023 09:09,B,06/04/2023 09:09,C,06/04/2023 09:09,B,06/04/2023 09:09,A,06/04/2023 09:03,B,06/04/2023 09:09,A,06/04/2023 09:02,C,06/04/2023 09:07,59.96,60.03,60.00,06/04/2023 09:06,06/04/2023 09:05,Válido,-20032.09,54906.37,17437.14,-37469.23,-11086.38,13785.10,1349.36,-12435.74,-9787.95,-2642.82,1204.29,142.09,57702.32,1245.33,3686.07,109400.80,1034.61,3476.84,-108097.50,236.42,752.99,-18429.15,174.33,733.24,-18429.15,62.01,19.75,-17430.88
06/04/2023 09:20,216.75,215.60,217.85,216.81,50.81,29.76,65.65,57.02,375.41,377.15,376.55,372.55,0.93,0.96,0.98,0.99,CAP,CAP,CAP,CAP,-7880.57,-6154.60,-13986.71,12260.75,3213.85,1811.20,2985.66,-1583.01,8510.71,6415.57,14301.83,12362.52,60.02,109.22,A,213.33,214.69,213.27,371.17,372.11,368.30,214.45,216.30,215.17,373.69,374.87,370.18,215.74,217.85,217.41,377.15,377.73,372.82,5.34,6.58,13.08,11.01,18.20,30.92,33.16,66.08,73.45,0.00,0.00,0.99,IND,IND,CAP,0.91,0.93,0.89,CAP,CAP,CAP,0.00,0.00,0.31,CAP,CAP,CAP,C,06/04/2023 09:16,B,06/04/2023 09:20,C,06/04/2023 09:16,B,06/04/2023 09:19,A,06/04/2023 09:16,C,06/04/2023 09:19,A,06/04/2023 09:17,C,06/04/2023 09:15,59.97,60.04,60.01,06/04/2023 09:15,06/04/2023 09:18,Válido,-20031.80,54906.79,17437.50,-37469.30,-11086.23,13785.25,1349.51,-12435.74,-9787.95,-2642.82,1204.36,142.16,57702.80,1229.62,1955.67,109400.80,489.18,1693.14,-108097.50,475.07,334.67,-18429.15,201.99,266.35,-18429.15,273.05,68.14,-17430.88
06/04/2023 09:30,218.29,216.89,220.10,217.87,62.42,47.93,81.08,58.24,378.08,379.89,379.17,375.17,0.99,0.98,1.00,0.99,CAP,CAP,CAP,CAP,-15394.00,-10157.75,-17756.89,12520.64,1940.65,2212.58,1781.18,-2053.11,15515.84,10395.93,17846.00,12687.85,60.04,132.40,A,214.47,214.92,215.37,372.28,373.80,371.13,215.50,217.77,216.67,376.07,376.84,372.79,217.09,220.22,218.99,380.28,380.97,375.49,7.47,12.47,10.63,22.09,39.93,37.51,51.35,91.23,85.89,0.01,1.00,0.99,IND,CAP,CAP,0.83,0.95,0.95,CAP,CAP,CAP,0.01,0.07,0.60,CAP,CAP,CAP,A,06/04/2023 09:25,B,06/04/2023 09:29,C,06/04/2023 09:25,B,06/04/2023 09:29,A,06/04/2023 09:24,B,06/04/2023 09:29,A,06/04/2023 09:26,C,06/04/2023 09:26,59.96,60.05,60.01,06/04/2023 09:22,06/04/2023 09:29,Válido,-20032.59,54907.59,17437.50,-37470.09,-11085.91,13785.57,1349.83,-12435.74,-9787.95,-2642.82,1204.37,142.47,57703.70,4840.78,4840.78,109400.80,-2680.55,-2680.55,-108097.50,1777.05,1777.05,-18429.15,256.93,256.93,-18429.15,1520.08,1520.08,-17430.88
06/04/2023 09:40,216.63,215.89,218.02,215.98,30.83,26.43,32.47,33.59,375.21,376.11,376.65,372.88,1.00,0.93,0.97,0.83,IND,CAP,CAP,CAP,-6165.03,-5317.16,-6887.22,6039.35,-310.96,2067.97,1639.69,-4018.62,6172.87,5705.14,7079.72,7254.17,60.02,66.53,A,215.88,217.47,214.46,376.08,375.39,372.65,216.85,219.44,217.95,378.78,379.31,375.07,217.58,220.42,219.78,380.57,382.46,376.34,13.55,24.38,18.66,36.44,60.62,54.24,48.04,88.38,88.02,0.98,1.00,0.99,CAP,CAP,CAP,0.95,0.99,0.95,CAP,CAP,CAP,0.74,0.78,0.12,CAP,CAP,CAP,C,06/04/2023 09:32,B,06/04/2023 09:30,C,06/04/2023 09:39,B,06/04/2023 09:36,A,06/04/2023 09:31,B,06/04/2023 09:30,B,06/04/2023 09:30,C,06/04/2023 09:32,59.96,60.05,60.01,06/04/2023 09:37,06/04/2023 09:30,Válido,-20034.16,54909.16,17437.50,-37471.66,-11085.71,13785.81,1350.05,-12435.76,-9787.97,-2642.82,1204.37,142.69,57705.30,6354.01,4840.78,109400.80,-6268.27,-2680.55,-108097.50,796.83,1777.05,-18429.15,-81.24,256.93,-18429.15,878.06,1520.08,-17430.88
06/04/2023 09:50,217.78,216.56,219.23,217.54,52.51,28.46,65.29,63.78,377.19,378.94,378.90,373.71,1.00,0.94,0.98,0.93,IND,CAP,CAP,CAP,-6929.56,-5772.46,-14035.38,12878.28,-194.80,2162.20,2807.50,-5164.50,6932.29,6164.12,14313.42,13875.23,59.98,120.84,A,215.93,217.51,215.46,375.19,375.97,372.85,216.84,219.31,217.84,378.77,379.30,374.63,217.31,219.96,219.06,379.76,381.29,375.61,22.70,16.25,24.39,41.19,67.10,66.15,46.39,79.54,84.74,0.98,0.99,0.99,CAP,CAP,CAP,0.97,0.99,0.96,CAP,CAP,CAP,0.91,0.87,0.57,CAP,CAP,CAP,C,06/04/2023 09:40,B,06/04/2023 09:44,C,06/04/2023 09:45,B,06/04/2023 09:42,B,06/04/2023 09:40,C,06/04/2023 09:44,B,06/04/2023 09:40,C,06/04/2023 09:40,59.96,60.06,60.00,06/04/2023 09:47,06/04/2023 09:41,Válido,-20035.72,54910.72,17437.50,-37473.22,-11085.58,13786.00,1350.21,-12435.79,-9788.00,-2642.82,1204.37,142.84,57706.87,3564.32,9094.80,109400.80,-3533.09,-8984.90,-108097.50,204.22,1096.08,-18429.15,-96.84,-94.26,-18429.15,301.81,1190.11,-17430.88
06/04/2023 10:00,217.89,216.16,218.79,218.73,51.84,26.11,51.67,77.75,377.39,377.65,380.72,373.80,0.30,0.91,0.98,0.99,IND,CAP,CAP,CAP,542.82,-5157.51,-11051.37,16751.70,1738.02,2290.54,2377.15,-2929.67,1820.82,5643.27,11304.14,17005.95,59.98,123.43,A,215.13,217.71,215.66,376.83,377.67,370.29,216.45,219.09,218.45,378.52,380.17,374.00,217.38,219.81,219.22,379.71,381.33,375.86,21.00,45.15,61.23,31.12,64.37,77.36,45.80,74.54,85.35,0.98,0.99,0.99,CAP,CAP,CAP,0.94,0.98,0.98,CAP,CAP,CAP,0.85,0.92,0.84,CAP,CAP,CAP,A,06/04/2023 09:57,B,06/04/2023 09:53,C,06/04/2023 09:57,B,06/04/2023 09:53,A,06/04/2023 09:58,C,06/04/2023 09:55,C,06/04/2023 09:55,A,06/04/2023 09:57,59.95,60.04,59.99,06/04/2023 09:57,06/04/2023 09:52,Válido,-20036.34,54911.38,17437.52,-37473.86,-11085.34,13786.27,1350.46,-12435.81,-9788.02,-2642.82,1204.39,143.08,57707.63,0.40,6574.06,109400.80,0.12,-5996.70,-108097.50,0.39,1161.13,-18429.15,0.39,-86.48,-18429.15,0.00,1248.62,-17430.88
06/04/2023 10:10,217.90,216.46,218.94,218.30,64.90,47.29,71.71,75.71,377.40,377.97,379.61,374.64,0.98,0.98,0.99,0.99,CAP,CAP,CAP,CAP,-9245.31,-10058.32,-15562.35,16375.35,1733.98,1903.85,2069.96,-2239.83,9406.51,10236.91,15699.41,16527.83,60.01,139.32,A,215.86,217.48,216.36,376.27,377.47,372.90,216.51,219.10,218.41,378.27,380.00,374.49,217.27,219.74,219.28,379.48,381.66,375.41,22.88,46.30,58.38,42.42,70.11,78.45,47.51,81.78,91.98,0.98,0.99,0.99,CAP,CAP,CAP,0.97,0.99,0.99,CAP,CAP,CAP,0.88,0.92,0.87,CAP,CAP,CAP,A,06/04/2023 10:08,B,06/04/2023 10:02,C,06/04/2023 10:02,B,06/04/2023 10:00,A,06/04/2023 10:00,C,06/04/2023 10:05,B,06/04/2023 10:07,A,06/04/2023 10:00,59.95,60.02,59.99,06/04/2023 10:07,06/04/2023 10:00,Válido,-20037.55,54912.63,17437.54,-37475.09,-11085.12,13786.52,1350.70,-12435.82,-9788.03,-2642.82,1204.42,143.29,57708.91,5177.14,6574.06,109400.80,-4843.15,-5996.70,-108097.50,899.37,1161.13,-18429.15,65.49,-86.48,-18429.15,833.86,1248.62,-17430.88
06/04/2023 10:20,219.50,218.60,219.99,219.92,63.22,49.59,60.42,79.66,380.18,380.26,382.36,377.92,0.99,0.99,0.99,0.99,CAP,CAP,CAP,CAP,-6535.06,-10723.09,-13093.79,17281.83,1017.89,1594.16,2289.94,-2866.21,6613.86,10840.94,13292.53,17517.90,60.05,133.16,A,216.09,217.55,218.02,376.31,379.13,373.97,217.75,219.69,219.41,379.48,381.43,376.74,218.86,220.88,220.36,381.78,383.07,378.47,40.31,48.56,61.23,47.04,65.24,76.21,50.12,81.54,87.49,0.99,0.99,0.99,CAP,CAP,CAP,0.99,0.99,0.99,CAP,CAP,CAP,0.97,0.94,0.97,CAP,CAP,CAP,A,06/04/2023 10:10,B,06/04/2023 10:18,C,06/04/2023 10:10,B,06/04/2023 10:18,A,06/04/2023 10:13,C,06/04/2023 10:19,B,06/04/2023 10:10,A,06/04/2023 10:13,59.97,60.06,60.02,06/04/2023 10:11,06/04/2023 10:19,Válido,-20038.84,54913.92,17437.54,-37476.38,-11084.88,13786.76,1350.94,-12435.82,-9788.03,-2642.82,1204.42,143.52,57710.23,3032.19,7393.07,109400.80,-2993.75,-7001.59,-108097.50,466.69,1381.26,-18429.15,0.00,65.49,-18429.15,466.69,1315.75,-17430.88
06/04/2023 10:30,218.56,217.05,219.69,218.95,56.19,32.94,72.66,62.97,378.55,379.60,380.14,375.91,0.97,0.94,0.99,0.98,CAP,CAP,CAP,CAP,-8975.75,-6704.82,-15809.03,13538.10,2087.78,2483.25,2214.02,-2609.49,9215.36,7149.91,15963.31,13787.30,60.03,127.47,A,216.75,218.36,218.41,377.64,379.59,375.22,218.16,220.07,219.65,380.22,381.77,377.47,219.21,221.00,220.70,381.75,383.68,379.47,32.80,49.97,58.78,47.71,68.44,74.19,51.19,80.03,90.55,0.99,0.99,0.99,CAP,CAP,CAP,0.98,0.99,0.98,CAP,CAP,CAP,0.93,0.94,0.96,CAP,CAP,CAP,A,06/04/2023 10:29,B,06/04/2023 10:23,C,06/04/2023 10:29,B,06/04/2023 10:20,A,06/04/2023 10:29,C,06/04/2023 10:27,B,06/04/2023 10:29,A,06/04/2023 10:29,59.99,60.07,60.03,06/04/2023 10:27,06/04/2023 10:28,Válido,-20040.35,54915.43,17437.54,-37477.89,-11084.67,13786.96,1351.14,-12435.82,-9788.03,-2642.82,1204.42,143.73,57711.76,2.05,9155.47,109400.80,-1.99,-9050.34,-108097.50,0.46,1284.34,-18429.15,0.00,0.00,-18429.15,0.46,1284.33,-17430.88
06/04/2023 10:40,218.63,217.36,219.68,218.85,65.12,47.72,74.26,73.39,378.67,379.45,380.48,376.08,0.99,0.98,0.99,0.98,CAP,CAP,CAP,CAP,-10570.13,-10206.55,-16181.04,15817.47,1144.51,1850.91,2077.34,-2783.74,10631.91,10373.02,16313.84,16060.56,60.01,138.94,A,215.65,217.17,216.84,375.27,377.24,372.94,216.95,219.32,218.58,378.80,380.00,375.40,217.71,220.13,219.47,380.26,381.54,376.86,24.03,39.61,47.03,43.92,71.60,73.10,52.14,82.68,90.82,0.98,0.99,0.99,CAP,CAP,CAP,0.97,0.99,0.98,CAP,CAP,CAP,0.92,0.94,0.96,CAP,CAP,CAP,A,06/04/2023 10:35,B,06/04/2023 10:39,C,06/04/2023 10:35,B,06/04/2023 10:36,A,06/04/2023 10:34,C,06/04/2023 10:36,B,06/04/2023 10:39,A,06/04/2023 10:34,59.95,60.06,60.00,06/04/2023 10:38,06/04/2023 10:30,Válido,-20041.87,54916.95,17437.54,-37479.41,-11084.45,13787.19,1351.37,-12435.82,-9788.03,-2642.82,1204.42,143.96,57713.30,6158.27,9155.47,109400.80,-6084.80,-9050.34,-108097.50,906.35,1284.34,-18429.15,0.00,0.00,-18429.15,906.35,1284.33,-17430.88
06/04/2023 10:50,216.76,215.80,217.04,217.43,49.94,41.54,30.53,77.76,375.42,374.49,378.78,372.98,0.88,0.97,0.96,0.98,IND,CAP,CAP,CAP,1536.31,-8713.18,-6377.62,16627.11,845.02,2110.11,1798.39,-3063.48,1753.37,8965.04,6626.33,16906.97,60.01,113.36,A,212.20,213.02,211.31,367.77,368.25,367.05,215.59,217.66,216.74,375.85,377.03,372.90,217.43,219.89,218.89,379.75,380.74,376.15,8.36,7.91,11.53,39.13,60.72,64.71,50.51,82.68,88.47,0.02,0.08,0.00,IND,IND,IND,0.97,1.00,0.99,CAP,CAP,CAP,0.00,0.01,0.01,CAP,CAP,CAP,C,06/04/2023 10:48,B,06/04/2023 10:40,C,06/04/2023 10:49,B,06/04/2023 10:40,B,06/04/2023 10:48,C,06/04/2023 10:46,B,06/04/2023 10:40,C,06/04/2023 10:48,59.96,60.05,60.01,06/04/2023 10:48,06/04/2023 10:45,Válido,-20043.13,54918.23,17437.55,-37480.68,-11084.22,13787.41,1351.59,-12435.82,-9788.03,-2642.82,1204.43,144.17,57714.61,1940.00,9452.50,109400.80,-1796.39,-9335.16,-108097.50,386.43,1413.16,-18429.15,37.92,0.00,-18429.15,348.52,1413.16,-17430.88
06/04/2023 11:00,220.11,218.93,220.87,220.52,64.92,51.20,65.28,78.29,381.22,381.30,383.54,378.83,0.99,0.98,0.98,0.98,CAP,CAP,CAP,CAP,-8271.73,-10943.63,-14189.03,16860.93,1270.21,2426.04,2559.08,-3714.91,8368.68,11209.31,14417.95,17265.32,59.97,139.01,A,215.43,216.71,216.30,374.57,375.56,372.54,217.91,219.94,219.61,379.87,381.67,377.18,219.37,221.68,221.33,383.11,384.21,379.98,32.89,30.82,40.31,46.42,66.39,72.94,54.25,89.52,91.67,0.98,0.99,0.99,CAP,CAP,CAP,0.97,0.98,0.98,CAP,CAP,CAP,0.94,0.90,0.92,CAP,CAP,CAP,A,06/04/2023 10:53,B,06/04/2023 10:57,C,06/04/2023 10:50,B,06/04/2023 10:57,B,06/04/2023 10:50,C,06/04/2023 10:50,C,06/04/2023 10:55,A,06/04/2023 10:58,59.94,60.02,59.99,06/04/2023 10:53,06/04/2023 10:50,Válido,-20044.54,54919.65,17437.55,-37482.10,-11083.88,13787.76,1351.94,-12435.82,-9788.03,-2642.82,1204.43,144.51,57716.07,7781.79,7781.79,109400.80,-7443.03,-7443.03,-108097.50,1769.19,1769.19,-18429.15,42.02,42.02,-18429.15,1727.17,1727.17,-17430.88
06/04/2023 11:10,216.54,215.99,217.27,216.38,22.29,25.58,15.63,25.67,375.06,374.99,376.73,373.46,0.59,0.88,0.55,0.87,CAP,CAP,CAP,CAP,-1922.70,-4887.65,-1854.62,4819.58,2659.11,2576.50,2844.63,-2762.02,3281.41,5525.17,3395.81,5554.91,59.98,39.05,A,213.69,214.81,213.22,371.19,371.55,369.31,217.27,219.29,218.21,378.56,379.67,375.84,219.26,221.53,220.96,382.62,384.05,379.45,11.66,9.66,13.85,37.83,51.81,54.87,51.82,85.81,85.83,0.01,0.01,0.05,IND,IND,IND,1.00,1.00,1.00,CAP,CAP,CAP,0.03,0.05,0.09,CAP,CAP,CAP,C,06/04/2023 11:07,B,06/04/2023 11:02,C,06/04/2023 11:07,B,06/04/2023 11:02,B,06/04/2023 11:06,C,06/04/2023 11:02,A,06/04/2023 11:09,C,06/04/2023 11:06,59.94,60.02,59.97,06/04/2023 11:00,06/04/2023 11:04,Válido,-20045.68,54920.86,17437.59,-37483.27,-11083.58,13788.05,1352.24,-12435.82,-9788.03,-2642.82,1204.48,144.76,57717.35,5133.10,7781.79,109400.80,-4528.16,-7443.03,-108097.50,1181.50,1769.19,-18429.15,192.49,42.02,-18429.15,989.00,1727.17,-17430.88
06/04/2023 11:20,218.03,216.61,219.52,217.97,42.06,25.43,54.14,46.61,377.64,378.98,379.23,374.71,0.96,0.87,0.99,0.97,CAP,CAP,CAP,CAP,-6706.00,-4786.85,-11724.69,9805.54,2018.41,2726.88,1946.27,-2654.74,7003.17,5509.06,11885.13,10158.55,59.99,98.73,A,214.48,215.56,214.54,372.59,373.69,370.60,216.09,218.36,217.20,376.79,378.12,373.77,218.16,221.27,220.37,382.17,383.98,377.37,10.93,7.77,12.76,26.16,36.38,40.90,54.36,90.61,103.43,0.00,0.00,0.00,IND,IND,IND,0.98,1.00,0.97,CAP,CAP,CAP,0.00,0.00,0.00,CAP,CAP,CAP,A,06/04/2023 11:10,B,06/04/2023 11:18,C,06/04/2023 11:12,B,06/04/2023 11:17,B,06/04/2023 11:16,C,06/04/2023 11:17,C,06/04/2023 11:13,C,06/04/2023 11:13,59.96,60.05,60.01,06/04/2023 11:16,06/04/2023 11:19,Válido,-20046.16,54921.56,17437.70,-37483.86,-11083.20,13788.44,1352.62,-12435.82,-9788.03,-2642.82,1204.60,145.02,57718.19,2220.38,6277.48,109400.80,-1566.19,-4877.76,-108097.50,787.11,1925.37,-18429.15,123.33,547.79,-18429.15,663.78,1377.59,-17430.88
06/04/2023 11:30,219.02,217.42,220.44,219.19,69.76,42.75,75.48,91.04,379.33,380.73,382.24,375.02,0.98,0.96,0.98,0.98,CAP,CAP,CAP,CAP,-5822.60,-8953.22,-16352.58,19483.20,1263.51,2499.53,3078.74,-4314.76,5958.12,9295.58,16639.88,19955.26,60.04,155.89,A,215.47,217.56,215.80,375.48,376.53,371.39,217.03,220.27,218.70,380.18,381.25,374.75,218.91,222.17,221.64,383.23,385.71,378.89,10.64,7.60,11.97,31.54,62.99,69.36,54.89,100.93,104.81,0.02,0.01,0.01,IND,IND,IND,0.96,0.99,0.98,CAP,CAP,CAP,0.01,0.01,0.00,CAP,CAP,CAP,A,06/04/2023 11:26,B,06/04/2023 11:22,C,06/04/2023 11:27,B,06/04/2023 11:22,B,06/04/2023 11:20,C,06/04/2023 11:23,C,06/04/2023 11:20,C,06/04/2023 11:20,59.96,60.05,60.01,06/04/2023 11:25,06/04/2023 11:29,Válido,-20046.98,54922.46,17437.74,-37484.72,-11082.99,13788.65,1352.83,-12435.82,-9788.03,-2642.82,1204.63,145.21,57719.14,5989.33,5989.33,109400.80,-4883.23,-4883.23,-108097.50,1628.57,1628.57,-18429.15,238.84,238.84,-18429.15,1389.46,1389.46,-17430.88
06/04/2023 11:40,217.36,216.51,219.15,216.43,19.48,15.71,21.37,21.37,376.48,377.77,377.88,373.78,1.00,0.75,0.90,0.36,RES,CAP,CAP,CAP,-5108.06,-2545.02,-4210.13,1647.09,-13.70,2255.41,2051.68,-4320.79,5108.08,3400.59,4683.44,4624.08,60.04,41.92,A,215.76,217.30,215.31,375.29,375.91,372.25,217.17,219.71,218.00,379.27,380.00,374.99,219.03,222.29,220.65,383.91,384.06,378.21,9.93,8.37,18.24,25.53,44.25,49.23,55.72,98.01,103.98,0.00,0.03,0.00,IND,IND,IND,0.88,0.88,0.96,CAP,CAP,CAP,0.00,0.00,0.00,CAP,CAP,CAP,C,06/04/2023 11:39,B,06/04/2023 11:34,C,06/04/2023 11:37,B,06/04/2023 11:34,B,06/04/2023 11:32,C,06/04/2023 11:30,A,06/04/2023 11:32,C,06/04/2023 11:38,59.99,60.05,60.02,06/04/2023 11:38,06/04/2023 11:31,Válido,-20047.79,54923.31,17437.76,-37485.55,-11082.81,13788.83,1353.01,-12435.82,-9788.04,-2642.82,1204.65,145.36,57720.04,3630.66,5989.33,109400.80,-3204.30,-4883.23,-108097.50,708.94,1628.57,-18429.15,78.32,238.84,-18429.15,630.56,1389.46,-17430.88
